Symbol,Name,PricetoBookValue,Gross Profit(Quart),Return on Equity (TTM),Fixed Asset Turnover(Quartl),Earning Yield(forward 1y),Free Cash Flow Yield(TTM),30 D Avg Daily Volume,Momentum Score,Market Cap,Total Returns Price,3M Price Returns (Daily)
REG,Regency Centers,1.602,22520.0,0.0254,0.0269,1.356,-0.0055,1008.0,3.0,10600.0,62.3,0.0096
REGI,Renewable Energy Group,0.7987,3011.0,-0.0121,0.875,-1.983,0.0336,3956987.0,8.0,44880.0,11.6,-0.0607
REGN,Regeneron Pharmaceuticals,9.121,13670.0,0.2467,0.6478,2.119,0.018,8245633.0,8.0,50360.0,469.95,-0.0413
REI.UN.TO,Riocan REIT,1.014,18504.0,0.0935,1.109,7.05,0.0056,5285103.0,4.0,80750.0,24.68,0.0194
REIS,Reis,2.223,8493.0,0.0119,2.19,0.5376,0.0042,308636.0,3.0,21413.0,18.6,-0.0993
REPYY,Repsol,0.7989,28850.0,0.0711,0.3887,6.972,0.101,345794.0,8.0,27350.0,17.94,0.1582
RES,RPC,5.916,14479.0,-0.0151,0.8777,-0.3957,-0.0017,1428.0,8.0,50190.0,23.09,0.2039
REV,Revlon,2.2255000000000003,37750.0,0.1887,1.965,-2.166,-0.0419,3938338.0,1.0,12100.0,23.0,0.0066
REX,REX American Resources,1.734,1078.0,0.0856,0.5843,4.733,0.0857,5731073.0,5.0,60566.0,92.23,-0.0499
REXR,Rexford Industrial Realty,2.162,2725.0,0.0416,0.0243,0.3276,-0.1757,7119894.0,8.0,21060.0,29.62,0.0999
RF,Regions Financial,1.131,14890.0,0.0761,0.6784,8.932,0.1019,1170.0,9.0,18180.0,15.21,0.034
RGA,Reinsurance Group,1.145,14890.0,0.1007,1.109,8.304,0.1653,3005972.0,7.0,91260.0,141.5,0.0926
RGC,Regal Entertainment,2.2255000000000003,47510.0,-0.1986,0.5342,6.506,0.0568,4224.0,3.0,26350.0,16.78,-0.1342
RGCO,RGC Resources,3.58,6634.0,0.1075,0.0798,2.971,-0.0314,1086167.0,9.0,21365.0,29.54,0.0527
RGEN,Repligen,8.642,1852.0,0.1021,2.069,1.33,-0.0007,4175006.0,8.0,16500.0,38.33,-0.0674
RGLD,Royal Gold,2.523,8882.0,0.045,0.0374,1.764,0.0108,4828279.0,6.0,57400.0,87.85,0.136
RGLXY,RTL,3.387,11420.0,0.2359,4.708,6.915,0.0667,348447.0,3.0,11070.0,7.21,0.0198
RGR,Sturm Ruger & Co,4.096,3495.0,0.2949,1.326,7.431,0.0447,411465.0,3.0,93219.0,52.75,-0.156
RH,RH,2.2255000000000003,20581.0,0.0011,0.8504,-0.1046,0.1206,1909.0,9.0,16170.0,76.46,0.1297
RHI,Robert Half International,5.843,53844.0,0.3009,8.405,5.045,0.0667,8830085.0,7.0,64530.0,51.14,0.0661
RHP,Ryman Hospitality,8.791,12257.0,0.4494,0.1482,4.937,0.0432,1648023.0,7.0,32120.0,62.74,-0.0169
RHT,Red Hat,14.79,61664.0,0.2321,3.604,1.427,0.0353,1818.0,6.0,32310.0,33.42,0.0522
RIC.TO,Richmont Mines,3.489,2209.0,0.0835,0.3675,2.08,0.0007,6433625.0,4.0,77724.0,12.19,0.3455
RICE,Rice Energy,1.898,32650.0,-0.0148,0.0628,-0.6632,-0.0804,4452.0,5.0,59310.0,27.74,0.0977
RICK,RCI Hospitality Holdings,1.775,3216.0,0.0832,0.258,6.462,0.0114,606176.0,10.0,24151.0,24.85,0.0871
RINIF,Rinnai,1.74,22998.0,0.1351,0.9654,7.623,0.0505,904512.0,3.0,42850.0,82.4,0.0
RJF,Raymond James Financial,2.308,14890.0,0.1212,3.911,7.17,0.0594,599563.0,8.0,12440.0,86.27,0.0649
RKUNY,Rakuten,2.592,14890.0,0.0656,3.356,4.397,-0.1028,873827.0,3.0,15230.0,11.04,-0.062
RL,Ralph Lauren,2.134,85120.0,-0.0051,1.04,5.684,0.1089,1096.0,3.0,71710.0,88.25,0.2512
RLGT,Radiant Logistics,2.044,4979.0,0.0398,14.23,1.945,0.0386,1856871.0,9.0,25230.0,5.14,-0.0534
RLGY,Realogy Holdings,1.869,82300.0,0.1005,6.678,5.432,0.1222,1251.0,8.0,45230.0,33.18,0.0298
RLI,RLI,2.93,14890.0,0.1146,3.481,3.888,0.0647,1442566.0,3.0,25720.0,58.39,0.0793
RLJ,RLJ Lodging,1.238,11013.0,0.0825,0.0877,5.047,0.0833,1899.0,4.0,27370.0,21.96,0.1164
RM,Regional Management,1.308,14890.0,0.1289,5.11,11.66,0.345,3660687.0,5.0,28945.0,24.84,0.0767
RMAX,RE/MAX Holdings,2.436,14890.0,0.0502,17.03,2.027,0.0581,682032.0,9.0,11460.0,64.75,0.145
RMBS,Rambus,2.599,7290.0,0.0118,1.71,0.4425,0.0494,6561567.0,3.0,14820.0,13.56,0.1968
RMD,ResMed,5.604,32378.0,0.1903,1.424,3.341,0.0311,5626709.0,7.0,10990.0,77.25,0.0159
RME.TO,Rocky Mountain,1.191,3561.0,0.0973,5.101,7.9,0.0972,22367.0,8.0,21381.0,11.03,0.1209
RNET,RigNet,2.834,1612.0,-0.1018,0.8536,-3.672,0.0608,361873.0,8.0,32259.0,17.7,0.0892
RNG,RingCentral,22.33,8988.0,-0.2223,3.375,-0.8705,0.0032,5357344.0,10.0,34330.0,44.8,0.2584
RNMBY,Rheinmetall,2.648,62532.0,0.1374,0.9837,4.752,0.0526,63757.0,9.0,48560.0,22.75,0.1893
RNR,RenaissanceRe Holdings,1.217,14890.0,0.1131,1.109,8.546,0.1229,5009901.0,5.0,55450.0,137.72,-0.0174
RNST,Renasant,1.654,14890.0,0.0798,0.6358,6.443,0.0873,1572382.0,6.0,21040.0,42.66,-0.0388
RNW.TO,TransAlta Renewables,1.526,8600.0,0.0473,0.0588,3.156,0.0904,2933923.0,6.0,31240.0,13.94,-0.0989
ROG,Rogers,3.465,8055.0,0.1158,1.154,3.083,0.0447,9416347.0,10.0,24890.0,136.96,0.2392
ROHCY,Rohm Co,1.38,30504.0,0.0865,0.4202,6.488,0.0296,8492.0,9.0,90000.0,42.54,0.1473
ROIC,Retail Opportunity Inv,1.776,4936.0,0.0306,0.0255,1.758,-0.0825,9021585.0,3.0,20790.0,18.95,-0.0016
ROK,Rockwell Automation,10.74,67770.0,0.3826,2.816,3.401,0.0449,5947972.0,9.0,23400.0,182.31,0.1199
ROL,Rollins,16.55,22908.0,0.3129,3.29,1.792,0.0221,4720127.0,9.0,10220.0,46.87,0.1636
ROP,Roper Technologies,4.154,70565.0,0.1175,7.914,2.651,0.0419,3247722.0,8.0,25760.0,251.99,0.0808
ROST,Ross Stores,8.96,10110.0,0.4339,1.48,4.592,0.0488,2985.0,4.0,25450.0,65.99,0.1725
ROSYY,Rostelecom,0.6802,14890.0,0.0537,0.2229,8.085,0.0486,2058.0,5.0,27020.0,7.22,0.0464
RP,RealPage,6.949,9376.0,0.0642,1.166,0.7756,0.0274,5325799.0,9.0,34710.0,42.0,0.146
RPI.UN.TO,Richards Packaging Income,3.573,1283.0,0.1401,19.56,5.584,0.1014,591453.0,8.0,32822.0,28.07,-0.0574
RPM,RPM International,4.422,57201.0,0.1326,1.796,4.906,0.0322,1025.0,3.0,68940.0,51.63,-0.0474
RPT,Ramco-Gershenson,1.376,5939.0,0.0509,0.0339,2.047,-0.1233,6181546.0,2.0,10450.0,13.17,0.0411
RPXC,RPX,1.329,2929.0,0.0414,12.52,3.005,0.1154,1893756.0,7.0,65885.0,13.31,-0.0141
RRC,Range Resources,0.8761,36978.0,0.0071,0.0712,0.0696,-0.0279,7008.0,1.0,49600.0,19.99,-0.0784
RRD,R.R.Donnelley & Sons,2.2255000000000003,30310.0,-3.741,2.592,7.223,0.0686,8616162.0,1.0,71050.0,10.15,-0.1721
RRGB,Red Robin Gourmet Burgers,2.301,6559.0,0.0121,0.483,2.887,-0.0289,2778683.0,6.0,85647.0,66.25,0.0335
RRX.TO,Raging River Exploration,1.843,7441.0,0.0669,0.0712,3.476,-0.0723,9288803.0,2.0,17300.0,7.48,-0.0323
RS,Reliance Steel & Aluminum,1.284,70210.0,0.0778,1.5,6.512,0.0501,4439875.0,5.0,55630.0,76.31,0.0413
RSG,Republic Services,2.777,96930.0,0.0866,0.3307,3.124,0.0449,1077.0,8.0,21280.0,63.18,-0.0063
RSI.TO,Rogers Sugar,2.568,9886.0,0.1296,0.93,5.489,-0.014,1705385.0,6.0,66502.0,6.29,0.0178
RSPP,RSP Permian,1.302,14407.0,0.0236,0.0327,1.641,-0.2978,1889.0,3.0,54040.0,34.07,0.0741
RSTAY,RIB Software SE,2.962,1819.0,0.0753,1.702,2.346,0.0513,10453.0,9.0,97509.0,43.26,0.2848
RTEC,Rudolph Technologies,2.658,3546.0,0.1063,4.917,3.792,0.0663,2162783.0,8.0,83266.0,26.4,0.1379
RTN,Raytheon,5.038,15960.0,0.2048,2.909,3.862,0.0353,1221.0,8.0,54490.0,187.73,0.1478
RUS.TO,Russel Metals,2.101,16820.0,0.1232,3.434,5.813,0.0124,1542006.0,8.0,17220.0,27.87,0.109
RUSHA,Rush Enterprises,2.054,20907.0,0.0736,1.073,3.364,0.143,195218.0,9.0,18380.0,46.19,0.2262
RUTH,Ruth's Hospitality Group,7.813,2690.0,0.3863,0.9609,4.72,0.065,2237044.0,7.0,67628.0,21.4,0.0023
RVSB,Riverview Bancorp,1.732,14890.0,0.0752,0.8162,5.221,0.0842,811871.0,9.0,19734.0,8.76,0.292
RWEOY,RWE,1.833,26800.0,-0.6492,0.3934,-26.94,0.2395,1163177.0,9.0,13980.0,22.74,0.168
RX.V,Biosyent,7.179,4238.0,0.2869,19.06,3.365,0.0322,6563.0,7.0,13897.0,9.6,0.1268
RY.TO,Royal Bank of Canada,2.182,14890.0,0.1723,3.698,8.516,0.2809,2333.0,7.0,143040.0,98.11,0.0313
RYAAY,Ryanair Holdings,5.228,99398.0,0.3343,0.2587,6.139,0.0199,2787195.0,9.0,25520.0,105.73,-0.0178
RYAM,Rayonier Advanced,2.712,3334.0,0.2672,0.2557,6.031,0.1294,3592531.0,8.0,60112.0,13.89,-0.0844
RYBIF,Ryobi,0.8337,8977.0,0.1161,0.555,14.05,0.0151,130.0,6.0,80771.0,5.25,0.2651
RYKKY,Ryohin Keikaku,5.557,37221.0,0.2761,2.224,7.64,0.0081,120966.0,9.0,75570.0,57.2,0.1954
RYN,Rayonier,2.392,5103.0,0.102,10.14,3.094,-0.04,441178.0,5.0,37600.0,29.17,0.037
SAABF,Saab,3.448,19671.0,0.1048,1.581,2.864,-0.0486,746.0,8.0,53760.0,50.43,0.025
SABR,Sabre,7.848,25760.0,0.1985,1.148,4.212,0.0751,1865.0,2.0,50610.0,18.16,-0.145
SAFM,Sanderson Farms,2.441,23932.0,0.2267,1.09,8.299,0.0606,6599196.0,9.0,34010.0,149.54,0.298
SAFT,Safety Insurance Group,1.746,14890.0,0.0934,1.109,5.276,0.0672,5362393.0,6.0,12120.0,79.6,0.1672
SAH,Sonic Automotive,1.316,36062.0,0.0956,2.238,7.841,-0.0165,2682958.0,5.0,93864.0,21.4,0.1758
SAIA,Saia,2.948,24840.0,0.11,0.5025,3.468,0.0091,1905543.0,10.0,15180.0,59.65,0.1482
SAIC,Science Applications Intl,9.232,9900.0,0.4697,18.75,5.159,0.0807,4054217.0,7.0,30000.0,69.39,-0.0029
SAL,Salisbury Bancorp,1.35,14890.0,0.0734,0.6328,6.423,0.059,17354.0,9.0,13034.0,46.8,0.1685
SAM,Boston Beer Co,4.708,13402.0,0.2044,0.6206,4.29,0.0595,1485272.0,3.0,19850.0,165.2,0.244
SAMG,Silvercrest Asset Mgmt Gr,4.212,14890.0,0.133,8.844,4.89,0.1614,1442513.0,5.0,20671.0,15.95,0.2129
SAN,Banco Santander,1.065,14890.0,0.0779,0.9235,9.648,0.3494,5092.0,9.0,108110.0,6.74,-0.0132
SANM,Sanmina,1.672,13069.0,0.1294,2.704,7.101,0.0606,4155607.0,8.0,29090.0,38.6,0.0293
SAP,SAP,4.742,43880.0,0.1373,2.152,2.97,0.0328,6270666.0,7.0,133010.0,110.97,0.0808
SAP.TO,Saputo,3.808,93460.0,0.1762,1.341,4.446,0.0301,5051137.0,5.0,16500.0,42.73,0.0556
SAR,Saratoga Investment,0.9815,14890.0,0.0714,1.109,7.48,-0.4557,1521667.0,7.0,12525.0,20.99,-0.0305
SASR,Sandy Spring Bancorp,1.833,14890.0,0.1049,1.049,5.609,0.0793,6976937.0,8.0,10170.0,42.38,0.0498
SATLF,Start Today,33.65,17860.0,0.7543,6.364,1.966,0.0063,245.0,10.0,90250.0,29.99,0.1266
SATS,EchoStar,1.409,27319.0,0.031,0.1353,1.964,0.0419,1221057.0,9.0,54140.0,56.6,-0.0446
SAVE,Spirit Airlines,1.621,43224.0,0.172,0.4135,10.01,-0.034,1794.0,3.0,24450.0,35.24,-0.3125
SAXPY,Sampo,2.297,14890.0,0.1378,53.68,5.856,0.0265,253344.0,7.0,30220.0,26.98,0.0298
SBBX,Sussex Bancorp,1.604,14890.0,0.0917,1.037,6.5,0.0927,98356.0,9.0,14798.0,24.5,-0.0316
SBGI,Sinclair Broadcast Group,2.86,36802.0,0.3452,0.9581,9.408,0.1441,1741.0,5.0,33120.0,32.25,-0.0077
SBH,Sally Beauty Holdings,2.2255000000000003,50264.0,-0.7626,3.184,8.693,0.0784,1879.0,2.0,25750.0,19.6,-0.0101
SBHGF,SBI Holdings,0.8291,38695.0,0.1464,6.611,16.25,-0.0472,34.0,8.0,28030.0,13.76,0.0692
SBNY,Signature Bank,1.803,14890.0,0.0927,5.746,4.998,0.1015,6057845.0,5.0,68470.0,125.37,-0.1174
SBRA,Sabra Health Care REIT,3.475,14890.0,0.087,0.0325,4.668,-0.0234,2527.0,4.0,34630.0,21.65,-0.066
SBS,Companhia De Saneamento,1.465,39046.0,0.1613,12.6,10.79,0.0494,1820.0,6.0,72520.0,10.61,0.1075
SBSI,Southside Bancshares,1.966,14890.0,0.106,0.4233,5.17,0.089,1002552.0,5.0,10750.0,36.65,0.0427
SBUX,Starbucks,13.63,34120.0,0.5021,1.222,3.67,0.0366,8534.0,4.0,79660.0,55.17,-0.0422
SCG,SCANA,1.184,59200.0,0.1057,0.0676,8.418,-0.0391,1707.0,3.0,69110.0,48.36,-0.2717
SCHL,Scholastic,1.049,7360.0,0.0223,0.3932,2.707,0.0505,1884175.0,4.0,13040.0,37.25,-0.1325
SCHW,Charles Schwab,4.129,14890.0,0.1577,1.614,3.729,-0.0136,6924.0,8.0,60720.0,45.34,0.0428
SCI,Service Corp Intl,5.373,18344.0,0.3117,0.2146,5.274,0.0399,1133.0,8.0,64730.0,34.57,0.0479
SCL,Stepan,2.767,8997.0,0.1382,0.8453,5.074,0.0474,7251353.0,6.0,19570.0,86.85,-0.0007
SCL.TO,Shawcor,1.826,14405.0,-0.1161,0.8387,0.7166,0.0077,1185313.0,4.0,18990.0,27.16,0.0634
SCLN,SciClone Pharmaceuticals,2.329,3887.0,0.1968,23.66,7.354,0.0584,4173718.0,6.0,58194.0,11.15,0.0183
SCM,Stellus Capital Inv,0.9886,8871.0,0.1552,1.109,10.3,0.2315,684682.0,8.0,21399.0,13.68,0.0088
SCMP,Sucampo Pharmaceuticals,18.6,4286.0,-1.204,9.919,7.056,0.0724,5452809.0,6.0,48997.0,10.52,0.0024
SCMWY,Swisscom,3.845,23910.0,0.2862,0.2769,6.224,0.0656,765723.0,5.0,26310.0,50.78,0.0518
SCS,Steelcase,2.248,25840.0,0.1587,1.833,6.463,0.0561,9692181.0,4.0,17870.0,15.4,0.1493
SCSC,ScanSource,1.346,10086.0,0.087,16.24,6.446,0.0729,8179177.0,5.0,11270.0,44.3,0.1381
SCSS,Select Comfort,11.57,17662.0,0.3998,1.379,4.189,0.0926,6254824.0,6.0,13240.0,32.23,-0.0286
SCTBF,Securitas,3.741,46036.0,0.1969,6.675,5.174,0.0659,3333.0,3.0,61510.0,16.85,-0.003
SCVL,Shoe Carnival,1.259,6823.0,0.066,2.431,5.54,0.0054,3475673.0,2.0,37784.0,22.2,0.1356
SCVPF,Siam Cement PCL,2.449,70451.0,0.2411,0.432,15.2,0.0589,30.0,3.0,18120.0,15.1,0.0307
SEC.TO,Senvest Capital,0.717,14890.0,0.2761,1.109,34.74,0.1028,38947.0,8.0,64767.0,234.23,0.1288
SEE,Sealed Air,24.72,34430.0,0.7061,1.165,3.769,0.07,2794.0,3.0,83920.0,44.16,-0.0125
SEGSY,SIA Engineering Co,2.491,16500.0,0.1097,0.8231,4.211,0.0116,35.0,4.0,28550.0,25.5,-0.0821
SEIC,SEI Investments,7.236,20755.0,0.268,2.583,3.486,0.0343,5115543.0,8.0,99260.0,62.78,0.1761
SEKEY,Seiko Epson,1.863,82167.0,0.2144,0.9183,11.07,0.0124,5811288.0,8.0,82490.0,11.71,0.0493
SEM,Select Medical Holdings,2.97,20044.0,0.0963,1.239,4.07,0.009,9309606.0,9.0,25190.0,18.95,0.2633
SEMG,Semgroup,1.604,5964.0,0.0062,0.2501,0.8487,-0.1163,9212184.0,3.0,22540.0,28.65,0.1148
SENEA,Seneca Foods,0.7724,1576.0,0.0283,1.105,3.61,-0.0282,2173547.0,5.0,33428.0,33.95,0.1548
SEOAY,Stora Enso,1.823,10640.0,0.0811,0.4485,4.366,0.0512,1337127.0,9.0,11520.0,14.61,0.117
SEOTF,Seino Holdings,0.7823,13947.0,0.0728,0.4984,9.14,0.0828,904512.0,6.0,26390.0,13.45,0.0522
SERV,ServiceMaster Global,8.52,39200.0,0.3364,3.676,4.051,0.0438,9737935.0,8.0,63130.0,47.31,0.2146
SFBS,Servisfirst Bancshares,3.683,14890.0,0.1698,1.23,4.226,0.0347,1402129.0,8.0,20870.0,39.42,0.0634
SFL,Ship Finance Intl,1.23,6153.0,0.1005,0.0539,9.216,0.124,1110.0,5.0,13510.0,14.45,0.0947
SFLY,Shutterfly,3.248,9063.0,0.0112,0.805,0.7693,0.0806,4019713.0,3.0,16250.0,48.7,0.0375
SFM,Sprouts Farmers Market,3.911,34199.0,0.1819,1.774,4.782,0.0267,3581.0,3.0,25520.0,18.82,-0.165
SFNC,Simmons First National,1.523,14890.0,0.0825,0.4975,5.638,0.0459,1591789.0,5.0,18800.0,58.35,0.103
SFST,Southern First Bancshares,1.901,14890.0,0.117,0.4836,5.738,0.0551,1528757.0,7.0,27136.0,37.1,0.0014
SFTBY,SoftBank Group,2.657,83790.0,0.4408,0.5585,7.088,0.0717,220833.0,7.0,89500.0,41.08,0.0389
SGA,Saga Communications,1.87,8835.0,0.1251,0.57,5.656,0.0861,1020333.0,5.0,26054.0,44.1,-0.0112
SGAMF,Sega Sammy Holdings,1.122,38016.0,0.1817,1.334,16.85,0.1822,10.0,6.0,31810.0,13.57,0.015
SGAPY,Singapore Telecom,2.117,85925.0,0.1407,0.3583,6.265,0.0314,3434467.0,4.0,44310.0,27.07,-0.038
SGC,Superior Uniform Group,2.87,2337.0,0.1577,2.52,4.88,0.0251,1969687.0,8.0,33903.0,22.95,0.0403
SGEN,Seattle Genetics,14.34,9584.0,-0.3234,1.413,-2.486,-0.0257,1015.0,6.0,82250.0,57.51,0.1243
SGIOY,Shionogi,3.552,56494.0,0.2777,1.048,7.616,0.0288,7363.0,7.0,16610.0,104.2,-0.0836
SGPRY,Singapore Press Holdings,1.353,15872.0,0.0603,1.129,3.915,-0.007,0.0,6.0,32480.0,10.16,-0.1533
SGTPY,Surgutneftegas,0.3173,11460.0,0.0315,0.3186,9.572,0.0415,6838063.0,5.0,18040.0,5.05,0.0576
SHECY,Shin-Etsu Chemical,2.003,78433.0,0.1245,0.3973,6.073,0.0299,308862.0,8.0,38200.0,22.4,0.0346
SHEN,Shenandoah,6.333,9988.0,-0.0184,0.2238,0.5208,0.0085,260650.0,9.0,18910.0,38.5,0.3185
SHG,Shinhan Financial Group,0.7767,14890.0,0.1043,0.7911,17.54,0.0296,7643657.0,6.0,21360.0,45.05,0.06
SHI,Sinopec Shanghai,1.836,-53221.0,0.2245,1.049,12.2,0.0833,1520047.0,8.0,66640.0,61.7,0.1375
SHLAF,Schindler Holding,8.179,14890.0,0.1062,1.109,3.492,0.0276,3587.0,6.0,23330.0,218.2,0.0227
SHLM,A. Schulman,6.453,9843.0,-1.511,2.196,3.569,0.0729,354155.0,7.0,10800.0,36.65,0.2136
SHLO,Shiloh Industries,1.323,2886.0,0.0377,0.9661,3.595,0.2447,3179072.0,5.0,24604.0,10.64,-0.1286
SHO,Sunstone Hotel Investors,1.489,18845.0,0.0776,0.1019,4.818,0.0479,1552.0,7.0,36480.0,16.19,0.0131
SHPG,Shire,1.463,26370.0,0.0229,0.574,3.205,0.0685,9773441.0,3.0,45740.0,151.09,-0.0952
SHPMY,Shanghai Pharmaceuticals,1.419,60590.0,0.1057,4.615,6.569,0.0415,0.0,6.0,68030.0,12.65,-0.0239
SHW,Sherwin-Williams,14.98,17370.0,0.6253,2.53,3.274,0.0324,7138621.0,7.0,35820.0,383.47,0.0962
SHZUY,Shizuoka Bank,0.5415,14890.0,0.0504,0.567,8.694,0.4405,904512.0,6.0,46190.0,76.5,0.0522
SIEGY,Siemens,2.37,67840.0,0.1575,1.993,5.529,0.0565,2481677.0,6.0,113720.0,70.35,0.0246
SIELY,Shanghai Electric Group,0.8632,71125.0,0.0485,1.775,9.225,0.0415,1192.0,4.0,59160.0,8.81,-0.0726
SIFI,SI Financial Group,1.122,14890.0,0.077,0.7175,7.626,0.1153,143757.0,6.0,18959.0,15.5,-0.0432
SIG,Signet Jewelers,1.87,45790.0,0.2077,1.68,9.007,0.1018,1575.0,3.0,40700.0,67.32,0.0934
SIGI,Selective Insurance Group,1.925,14890.0,0.1074,9.12,5.284,0.1088,210236.0,7.0,31810.0,54.5,0.0966
SILC,Silicom,3.562,1112.0,0.1212,7.192,3.323,0.0118,2939837.0,9.0,43638.0,58.61,0.2752
SIM,Grupo Simec,0.9382,6520.0,0.0851,0.4916,4.482,-0.0006,231773.0,6.0,16990.0,10.24,-0.0275
SIMO,Silicon Motion Technology,3.648,6461.0,0.2399,2.731,5.8,0.0415,5166584.0,3.0,18090.0,51.2,0.0734
SINA,SINA,3.072,26661.0,0.0866,1.474,0.4249,0.0415,1032.0,8.0,82330.0,115.27,0.3539
SINGY,Singapore Airlines,0.924,12620.0,0.0254,0.2259,3.638,-0.1818,1061.0,4.0,87920.0,14.87,0.0305
SIR,Select Income REIT,1.052,10503.0,0.0417,0.0298,4.868,0.0573,2385784.0,3.0,21370.0,23.89,0.0218
SIS.TO,Savaria,4.389,1312.0,0.1436,1.514,2.468,0.0271,986756.0,8.0,58513.0,14.21,-0.0254
SIVB,SVB Financial,2.555,14890.0,0.1182,3.858,4.819,0.0605,3902141.0,9.0,99640.0,189.1,0.0677
SJ.TO,Stella-Jones,3.184,9902.0,0.1377,1.271,4.119,0.0506,778694.0,7.0,33670.0,48.56,0.112
SJI,South Jersey Industries,2.198,6469.0,0.0667,0.091,3.056,-0.0257,2813138.0,7.0,28110.0,35.34,0.0496
SJM,JM Smucker,1.708,66210.0,0.0778,1.089,5.325,0.0762,1297.0,3.0,11840.0,104.24,-0.0944
SJR.A.V,Shaw Communications,2.538,77400.0,0.0874,0.2787,4.22,0.0227,55077.0,4.0,14810.0,30.02,-0.1171
SJW,SJW Group,2.771,6360.0,0.1319,0.085,3.571,-0.021,543774.0,8.0,12090.0,58.94,0.2163
SKFRY,SKF,3.183,55734.0,0.1717,1.251,4.979,0.0523,1647947.0,7.0,99220.0,21.79,0.0702
SKHSY,Sekisui House,1.131,10620.0,0.1213,1.01,10.59,-0.0044,162773.0,5.0,11580.0,17.25,-0.0148
SKM,SK Telecom,1.086,34440.0,0.1287,0.446,5.373,0.047,6751812.0,6.0,15670.0,24.64,-0.0073
SKSBF,Skanska,3.321,63385.0,0.2542,10.55,7.499,-0.0765,14239.0,4.0,95600.0,23.33,-0.0379
SKSJF,Shinko Shoji Co.,0.7289,2724.0,0.0402,34.08,6.008,-0.2534,0.0,9.0,35979.0,16.1,0.4123
SKSUY,Sekisui Chemical,1.782,87610.0,0.16,1.142,9.749,0.0989,0.0,8.0,87600.0,92.25,0.0471
SKT,Tanger Factory Outlet,3.755,8250.0,0.2223,0.0553,6.016,0.0253,1417.0,2.0,23570.0,24.82,-0.0305
SKUYF,Sansei Technologies,0.6512,1483.0,0.0945,0.6874,14.39,0.0124,0.0,9.0,16016.0,8.7,0.0
SKX,Skechers USA,2.272,49154.0,0.1372,1.998,5.645,0.0375,2195.0,6.0,40420.0,25.51,-0.1071
SKYW,SkyWest,1.68,54890.0,-0.0977,0.2009,-4.246,-0.3043,4083412.0,8.0,23900.0,46.1,0.3078
SLAB,Silicon Laboratories,3.892,11319.0,0.0865,1.454,2.013,0.0378,2241621.0,8.0,35510.0,83.45,0.2474
SLB,Schlumberger,2.394,10560.0,0.0043,0.6052,1.185,0.0263,6240.0,3.0,94620.0,68.34,0.0493
SLCA,US Silica Holdings,1.91,9305.0,0.0132,0.3366,0.4571,-0.0433,2450.0,2.0,24880.0,30.63,-0.1135
SLCT,Select Bancorp,1.272,14890.0,0.0649,0.5139,6.489,0.0504,1044927.0,8.0,13739.0,11.78,-0.0651
SLD,Sutherland Asset Management,0.9537,1586.0,0.1939,1.109,-1.665,0.5657,1091873.0,8.0,50874.0,15.9,0.0743
SLF.TO,Sun Life Financial,1.527,14890.0,0.1361,1.109,8.872,0.0823,1014.0,8.0,30620.0,49.9,0.0715
SLG,SL Green Realty,1.548,26635.0,0.0161,0.04,1.188,0.014,8749877.0,3.0,10390.0,105.01,0.022
SLGN,Silgan Holdings,5.975,16519.0,0.2456,0.7803,4.233,0.0758,5240148.0,7.0,32440.0,29.41,-0.0783
SLP,Simulations Plus,11.25,5304.0,0.2325,25.08,1.945,0.0209,5512463.0,9.0,28369.0,16.45,0.3108
SLRC,Solar Capital,0.9972,14890.0,0.0866,1.109,8.652,0.653,1053685.0,6.0,91833.0,21.73,-0.0023
SM,SM Energy,0.7576,-3655.0,-0.1329,0.0224,-11.57,-1.42,3940.0,1.0,18950.0,16.98,0.0808
SMBC,Southern Missouri Bancorp,1.824,14890.0,0.1123,0.326,5.634,0.0818,2290087.0,8.0,31565.0,36.74,0.1354
SMBK,SmartFinancial,1.461,14890.0,0.0564,0.3563,3.472,0.0087,196246.0,9.0,19683.0,23.94,0.0063
SMCAY,SMC,2.482,66600.0,0.1261,0.9831,4.918,0.0307,3852853.0,7.0,23490.0,17.48,0.1515
SMCI,Super Micro Computer,1.385,9680.0,0.0919,3.667,5.89,-0.1072,6230856.0,7.0,11080.0,22.75,-0.0501
SMFG,Sumitomo Mitsui Financial,0.6172,14890.0,0.0741,0.3743,11.97,-0.4584,9471323.0,6.0,54500.0,7.73,-0.0165
SMFKY,Smurfit Kappa Group,2.748,67556.0,0.1761,0.6461,6.048,0.0454,2558333.0,7.0,73660.0,31.1,0.0029
SMG,The Scotts Miracle Gro,7.812,41520.0,0.32,2.339,3.998,0.0481,308093.0,7.0,57060.0,97.68,0.0811
SMGBY,San Miguel,0.8154,88438.0,0.0641,0.3902,4.624,0.2821,2883.0,4.0,45000.0,18.89,-0.0953
SMI,SMIC,1.162,19413.0,0.0767,0.121,4.062,-0.264,1848384.0,3.0,54600.0,5.87,0.0482
SMMF,Summit Financial Group,1.772,14890.0,0.0784,0.7302,8.647,0.0405,24532.0,6.0,34223.0,27.54,0.253
SMMYY,Sumitomo Metal Mining,1.093,30043.0,0.0109,0.4502,2.35,0.0573,275697.0,8.0,94430.0,8.56,0.2955
SMNNY,Shimano,3.357,30775.0,0.1242,0.7453,3.682,0.0129,110903.0,3.0,12110.0,13.06,-0.1832
